209.99,41.900
212.21,40.667
218.91,39.082
223.36,37.145
230.06,35.383
239.00,33.445
245.70,31.507
261.38,29.392
279.30,27.277
294.99,25.338
312.92,23.575
324.13,22.517
342.06,20.578
357.75,18.639
382.42,16.523
407.07,13.878
431.74,11.938
458.67,10.173
483.36,8.9370
523.76,6.9950
550.70,5.7580
588.87,4.5200
615.82,3.9880
642.77,3.2800
680.96,2.7460
712.41,2.2140
734.88,2.0340
764.09,1.8540
782.06,1.6750
804.53,1.4960
820.26,1.4940
